Filename,Touches
gpslogger/src/main/res/values-az/strings.xml,11
gpslogger/src/main/res/values-es-rVE/strings.xml,10
gpslogger/src/main/res/values-mk/strings.xml,12
gpslogger/src/main/res/values-ne-rNP/strings.xml,4
gpslogger/src/main/res/values-pt-rPT/strings.xml,29
gpslogger/src/main/res/values-sv-rSE/strings.xml,27
gpslogger/src/main/res/values-zh/strings.xml,20
gpslogger/src/main/res/values-ky/strings.xml,3
gpslogger/src/main/res/values-ca/strings.xml,18
gpslogger/src/main/res/values-cy/strings.xml,8
gpslogger/src/main/res/values-es-rCO/strings.xml,5
gpslogger/src/main/res/values-fr-rCA/strings.xml,10
gpslogger/src/main/res/values-gl/strings.xml,7
gpslogger/src/main/res/values-he/strings.xml,15
gpslogger/src/main/res/values-hi/strings.xml,8
gpslogger/src/main/res/values-is/strings.xml,7
gpslogger/src/main/res/values-lt/strings.xml,21
gpslogger/src/main/res/values-lv/strings.xml,11
gpslogger/src/main/res/values-ne/strings.xml,3
gpslogger/src/main/res/values-sr/strings.xml,11
gpslogger/src/main/res/drawable/ic_launcher_background.xml,3
gpslogger/src/main/res/drawable/ic_launcher_foreground.xml,3
gpslogger/src/main/res/mipmap-anydpi-v26/gpsloggericon3.xml,3
gpslogger/src/main/res/mipmap-hdpi/gpsloggericon3.png,3
gpslogger/src/main/res/mipmap-mdpi/gpsloggericon3.png,3
gpslogger/src/main/res/mipmap-xhdpi/gpsloggericon3.png,3
gpslogger/src/main/res/mipmap-xxhdpi/gpsloggericon3.png,3
gpslogger/src/main/res/mipmap-xxxhdpi/gpsloggericon3.png,3
gpslogger/src/main/java/com/mendhak/gpslogger/MyPackageUpgradeReceiver.java,6
gpslogger/src/main/java/com/mendhak/gpslogger/NmeaLocationListener.java,2
gpslogger/src/main/java/com/mendhak/gpslogger/RestarterReceiver.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/StartupReceiver.java,21
gpslogger/src/main/java/com/mendhak/gpslogger/TaskerReceiver.java,4
gpslogger/src/main/java/com/mendhak/gpslogger/common/GpsLoggerFileProvider.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/common/events/CommandEvents.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlJob.java,44
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlRequest.java,7
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/opengts/OpenGtsUdpJob.java,6
gpslogger/src/main/java/com/mendhak/gpslogger/senders/AlarmReceiver.java,17
gpslogger/src/main/java/com/mendhak/gpslogger/senders/email/AutoEmailJob.java,33
gpslogger/src/main/java/com/mendhak/gpslogger/senders/osm/OSMJob.java,22
gpslogger/src/main/java/com/mendhak/gpslogger/senders/owncloud/OwnCloudJob.java,29
gpslogger/src/main/java/com/mendhak/gpslogger/shortcuts/ShortcutStart.java,15
gpslogger/src/main/res/layout/activity_gps_main.xml,8
gpslogger/src/main/res/layout/toolbar.xml,4
gpslogger/src/test/java/com/mendhak/gpslogger/common/LocationsTest.java,9
gpslogger/src/test/java/com/mendhak/gpslogger/common/StringsTest.java,24
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/FilesTest.java,3
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/MockLocations.java,5
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlRequestTest.java,7
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/gpx/Gpx10AnnotateHandlerTest.java,8
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/gpx/Gpx10WriteHandlerTest.java,13
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/kml/Kml22AnnotateHandlerTest.java,6
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/nmea/NmeaSentenceTest.java,7
gpslogger/src/test/java/com/mendhak/gpslogger/senders/email/AutoEmailManagerTest.java,7
gpslogger/src/test/java/com/mendhak/gpslogger/senders/ftp/FtpManagerTest.java,7
gpslogger/src/test/java/com/mendhak/gpslogger/senders/opengts/OpenGTSManagerTest.java,9
gpslogger/src/test/java/com/mendhak/gpslogger/senders/osm/OpenStreetMapManagerTest.java,4
gpslogger/src/test/java/com/mendhak/gpslogger/senders/sftp/SFTPManagerTest.java,3
gpslogger/src/test/java/com/mendhak/gpslogger/ui/DialogsTest.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/common/EventBusHook.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/GeneralLocationListener.java,35
gpslogger/src/main/java/com/mendhak/gpslogger/common/events/ServiceEvents.java,27
gpslogger/src/main/java/com/mendhak/gpslogger/common/events/UploadEvents.java,28
gpslogger/src/main/java/com/mendhak/gpslogger/senders/googledrive/GoogleDriveJob.java,26
gpslogger/src/main/java/com/mendhak/gpslogger/senders/googledrive/GoogleDriveManager.java,18
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/settings/GoogleDriveSettingsFragment.java,13
gpslogger/src/main/res/drawable-mdpi/dropbox.png,4
gpslogger/src/main/res/xml/gdocssettings.xml,7
gpslogger/src/test/java/com/mendhak/gpslogger/senders/googledrive/GoogleDriveManagerTest.java,6
gpslogger/src/main/java/com/mendhak/gpslogger/GeneralNMEAListener.java,3
gpslogger/src/main/res/layout/custom_filename_view.xml,1
gpslogger/src/main/java/com/mendhak/gpslogger/common/events/ProfileEvents.java,7
gpslogger/src/main/res/drawable-mdpi/link_plus.png,1
gpslogger/src/main/res/drawable-mdpi/download_outline.png,1
gpslogger/src/main/res/drawable-mdpi/library_plus.png,1
gpslogger/src/main/res/xml/fileprovider.xml,4
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlRequest.kt,10
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlRequestTest.kt,8
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlRequestJava.java,2
gpslogger/src/main/java/com/mendhak/gpslogger/AndroidWearListenerService.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/nmea/NmeaSentence.java,10
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/wear/AndroidWearLogger.java,8
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/PermissionedPreferenceFragment.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/display/PermissionedFragment.java,5
gpslogger/src/main/res/drawable-xxxhdpi/gps_shortcut_start.png,3
gpslogger/src/main/res/drawable-xxxhdpi/gps_shortcut_stop.png,3
gpsloggerwear/src/main/AndroidManifest.xml,5
gpsloggerwear/src/main/java/com/mendhak/gpslogger/ListenerService.java,4
gpsloggerwear/src/main/java/com/mendhak/gpslogger/MainWearActivity.java,7
gpsloggerwear/src/main/res/drawable/gpsloggericon3.png,4
gpsloggerwear/src/main/res/layout/activity_main_wear.xml,7
gpsloggerwear/src/main/res/mipmap-hdpi/ic_launcher.png,4
gpsloggerwear/src/main/res/mipmap-mdpi/ic_launcher.png,4
gpsloggerwear/src/main/res/mipmap-xhdpi/ic_launcher.png,4
gpsloggerwear/src/main/res/mipmap-xxhdpi/ic_launcher.png,4
gpsloggerwear/src/main/res/values/strings.xml,4
gpslogger/src/main/java/com/mendhak/gpslogger/common/WifiNetworkUtil.java,16
gpslogger/src/main/res/xml-v25/shortcuts.xml,1
gpslogger/src/main/java/com/mendhak/gpslogger/shortcuts/ShortcutStop.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/nmea/NmeaFileLogger.java,18
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlJobTest.java,6
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlJobTest.kt,3
gpslogger/src/main/java/com/mendhak/gpslogger/common/Maths.java,10
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/geojson/GeoJSONWriter.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/geojson/GeoJSONWriterFeatureCollections.java,2
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/geojson/GeoJSONWriterLine.java,2
gpslogger/src/main/java/com/mendhak/gpslogger/common/IntentConstants.java,8
gpslogger/src/main/res/drawable-mdpi/sftp.png,1
gpslogger/src/main/java/com/mendhak/gpslogger/senders/ssh/SSHManager.java,4
gpslogger/src/main/java/com/mendhak/gpslogger/senders/ssh/SSHJob.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/settings/SSHSettingsFragment.java,4
gpslogger/src/main/res/xml/sshsettings.xml,3
gpslogger/src/main/res/layout/fragment_log_view.xml,6
gpslogger/src/main/java/com/mendhak/gpslogger/ui/components/InteractiveScrollView.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/common/slf4j/LoggingOutputStream.java,1
gpslogger/src/main/res/values-hdpi/dimens.xml,6
